dummy_transaction_id,dummy_consult_id,created_at,description,type,transaction_amount,refund_amount
68,3310,2022-06-21 16:29,capture,consult_payment,49,0
69,1538,2022-06-16 14:36,authorization,consult_payment,49,0
70,182,2022-06-18 22:23,authorization,consult_payment,79,0
71,1770,2022-06-20 16:38,authorization,consult_payment,199,0
72,3682,2022-06-21 14:02,authorization,consult_payment,49,0
73,683,2022-06-21 14:41,capture,consult_payment,49,0
74,2630,2022-06-22 11:27,capture,consult_payment,49,0
75,1882,2022-06-22 16:21,authorization,consult_payment,49,0
76,1923,2022-06-23 12:51,authorization,consult_payment,49,0
77,788,2022-06-23 17:29,capture,consult_payment,49,0
78,1999,2022-06-25 2:28,authorization,consult_payment,99,0
79,928,2022-06-26 16:07,authorization,consult_payment,180,0
80,1046,2022-06-28 18:10,authorization,consult_payment,49,0
81,2281,2022-06-16 13:51,authorization,consult_payment,49,0
82,80,2022-06-16 20:22,capture,consult_payment,49,0
83,1573,2022-06-17 6:03,authorization,consult_payment,99,0
85,3495,2022-06-18 9:21,authorization,consult_payment,79,0
86,3298,2022-06-21 13:07,capture,consult_payment,49,0
87,359,2022-06-23 23:33,capture,consult_payment,49,49
89,1323,2022-06-27 4:23,capture,consult_payment,99,0
90,4390,2022-06-28 15:47,capture,consult_payment,49,0
91,2934,2022-06-28 16:40,authorization,consult_payment,49,0
92,4083,2022-06-29 16:17,authorization,consult_payment,49,0
93,4083,2022-06-29 16:37,capture,consult_payment,49,0
94,1476,2022-06-30 9:42,authorization,consult_payment,49,0
95,3066,2022-06-16 18:58,authorization,consult_payment,49,0
96,2425,2022-06-19 9:54,authorization,consult_payment,79,0
97,1740,2022-06-20 9:45,authorization,consult_payment,180,0
98,3596,2022-06-20 11:32,authorization,consult_payment,49,0
99,1926,2022-06-23 13:40,capture,consult_payment,200,0
100,4160,2022-06-23 18:49,capture,consult_payment,49,0
101,1180,2022-06-23 20:18,authorization,consult_payment,49,0
102,928,2022-06-27 10:59,capture,consult_payment,180,0
103,1420,2022-06-28 21:54,capture,consult_payment,49,0
104,1063,2022-06-29 10:11,authorization,consult_payment,199,0
105,4436,2022-06-29 22:05,authorization,consult_payment,49,0
106,2256,2022-06-16 9:59,capture,consult_payment,49,0
107,1573,2022-06-17 6:25,capture,consult_payment,99,0
108,1659,2022-06-18 16:10,authorization,consult_payment,79,0
109,640,2022-06-20 18:13,authorization,consult_payment,49,0
110,1807,2022-06-21 11:41,capture,consult_payment,49,0
111,1848,2022-06-22 10:37,capture,consult_payment,49,0
112,3346,2022-06-22 12:58,authorization,consult_payment,49,0
113,1901,2022-06-23 2:44,authorization,consult_payment,99,0
114,2720,2022-06-23 20:49,authorization,consult_payment,49,0
115,1080,2022-06-30 10:47,capture,consult_payment,180,0
116,1505,2022-06-15 21:12,authorization,consult_payment,49,0
117,80,2022-06-16 19:08,authorization,consult_payment,49,0
118,3182,2022-06-18 20:48,authorization,consult_payment,79,0
119,1694,2022-06-19 12:29,authorization,consult_payment,79,0
120,1721,2022-06-19 21:25,authorization,consult_payment,79,0
121,274,2022-06-20 17:48,authorization,consult_payment,49,0
122,3310,2022-06-21 16:21,authorization,consult_payment,49,0
123,1162,2022-06-23 13:44,capture,consult_payment,49,49
124,1999,2022-06-25 2:43,capture,consult_payment,99,0
125,2003,2022-06-25 9:01,capture,consult_payment,79,0
126,889,2022-06-25 18:15,authorization,consult_payment,79,0
127,2823,2022-06-28 9:57,authorization,consult_payment,199,0
128,1461,2022-06-29 18:28,authorization,consult_payment,49,0
129,1516,2022-06-16 9:53,capture,consult_payment,199,0
130,3688,2022-06-21 15:40,authorization,consult_payment,49,0
131,3688,2022-06-21 16:12,capture,consult_payment,49,0
132,761,2022-06-22 23:51,authorization,consult_payment,49,0
133,2019,2022-06-25 12:56,authorization,consult_payment,79,0
134,989,2022-06-27 16:32,capture,consult_payment,49,0
135,3421,2022-06-16 18:48,capture,consult_payment,199,0
136,3087,2022-06-17 9:33,authorization,consult_payment,180,0
137,524,2022-06-18 10:40,capture,consult_payment,79,0
138,560,2022-06-19 7:33,capture,consult_payment,79,0
139,2471,2022-06-20 9:50,capture,consult_payment,49,0
140,1265,2022-06-25 16:14,capture,consult_payment,79,0
141,3917,2022-06-26 14:51,authorization,consult_payment,79,0
142,2153,2022-06-27 23:52,capture,consult_payment,49,0
143,430,2022-06-16 16:02,capture,consult_payment,49,0
144,2292,2022-06-17 10:45,capture,consult_payment,49,0
146,2534,2022-06-21 11:03,authorization,consult_payment,49,0
147,2664,2022-06-22 20:14,authorization,consult_payment,49,0
148,3766,2022-06-23 7:27,authorization,consult_payment,220,0
149,781,2022-06-23 13:56,authorization,consult_payment,49,0
150,4207,2022-06-24 17:33,authorization,consult_payment,49,0
151,3838,2022-06-24 21:20,authorization,consult_payment,49,0
152,3895,2022-06-26 7:52,authorization,consult_payment,79,0
153,3894,2022-06-27 17:04,authorization,consult_payment,49,0
154,1371,2022-06-27 17:46,capture,consult_payment,49,49
155,1391,2022-06-28 8:09,authorization,consult_payment,49,0
156,4388,2022-06-28 15:04,authorization,consult_payment,49,0
157,2195,2022-06-28 20:06,authorization,consult_payment,49,0
158,3080,2022-06-17 6:54,authorization,consult_payment,199,0
159,507,2022-06-17 23:10,capture,consult_payment,55,0
161,3336,2022-06-22 10:36,authorization,consult_payment,49,0
162,3508,2022-06-18 11:34,authorization,consult_payment,79,0
163,1730,2022-06-20 5:40,authorization,consult_payment,99,0
164,3598,2022-06-20 11:56,authorization,consult_payment,49,0
165,679,2022-06-21 13:31,authorization,consult_payment,49,0
166,3724,2022-06-22 11:04,authorization,consult_payment,49,0
167,1933,2022-06-23 15:13,authorization,consult_payment,49,0
168,3861,2022-06-25 13:08,authorization,consult_payment,79,0
169,4291,2022-06-26 20:47,capture,consult_payment,79,0
170,2149,2022-06-27 20:47,authorization,consult_payment,99,0
171,1098,2022-06-30 8:57,authorization,consult_payment,49,0
172,1908,2022-06-30 8:59,authorization,consult_payment,49,0
173,1491,2022-06-15 14:59,authorization,consult_payment,49,0
174,1549,2022-06-16 20:22,authorization,consult_payment,49,0
175,679,2022-06-21 14:12,capture,consult_payment,49,0
176,3781,2022-06-23 12:56,capture,consult_payment,49,0
177,2742,2022-06-24 13:30,authorization,consult_payment,49,0
178,3861,2022-06-25 14:19,capture,consult_payment,79,0
179,4247,2022-06-25 14:49,authorization,consult_payment,79,0
180,3878,2022-06-25 17:12,capture,consult_payment,79,0
181,1057,2022-06-29 9:26,capture,consult_payment,49,0
182,1436,2022-06-29 10:45,authorization,consult_payment,49,0
183,4091,2022-06-29 19:47,authorization,consult_payment,49,0
184,2241,2022-06-15 21:13,authorization,consult_payment,49,0
185,456,2022-06-16 22:59,authorization,consult_payment,49,0
186,1714,2022-06-19 18:30,authorization,consult_payment,79,0
187,248,2022-06-20 11:43,capture,consult_payment,49,0
188,701,2022-06-21 17:55,capture,consult_payment,49,0
189,1846,2022-06-22 7:39,authorization,consult_payment,49,0
190,760,2022-06-22 23:58,authorization,consult_payment,49,0
191,1918,2022-06-23 12:13,capture,consult_payment,49,0
192,896,2022-06-25 23:26,authorization,consult_payment,79,0
193,1844,2022-06-28 13:00,authorization,consult_payment,49,0
194,1045,2022-06-28 18:02,authorization,consult_payment,199,0
195,1534,2022-06-16 13:36,authorization,consult_payment,49,0
196,3514,2022-06-18 13:50,authorization,consult_payment,79,0
197,2522,2022-06-21 22:26,authorization,consult_payment,49,0
199,1193,2022-06-24 8:54,capture,consult_payment,49,0
200,3832,2022-06-24 18:20,authorization,consult_payment,49,0
201,1338,2022-06-27 11:19,authorization,consult_payment,49,0
202,4419,2022-06-29 11:44,authorization,consult_payment,49,0
203,2973,2022-06-29 17:53,capture,consult_payment,49,0
204,2227,2022-06-15 14:57,authorization,consult_payment,49,0
205,2256,2022-06-16 9:20,authorization,consult_payment,49,0
206,2305,2022-06-17 9:11,capture,consult_payment,49,0
207,761,2022-06-23 0:12,capture,consult_payment,49,0
208,3033,2022-06-16 10:45,authorization,consult_payment,49,0
210,177,2022-06-18 18:37,capture,consult_payment,79,0
211,3553,2022-06-19 13:07,authorization,consult_payment,79,0
212,3625,2022-06-20 15:54,capture,consult_payment,49,0
213,286,2022-06-20 21:40,authorization,consult_payment,49,0
214,3784,2022-06-23 13:06,capture,consult_payment,200,0
215,3788,2022-06-23 14:13,capture,consult_payment,49,0
216,880,2022-06-25 13:36,authorization,consult_payment,79,0
217,4212,2022-06-25 13:43,capture,consult_payment,110,0
218,880,2022-06-25 13:58,capture,consult_payment,79,0
219,1005,2022-06-27 18:56,authorization,consult_payment,49,0
220,1464,2022-06-29 19:41,authorization,consult_payment,49,0
221,1516,2022-06-16 9:31,authorization,consult_payment,199,0
222,3054,2022-06-16 15:26,authorization,consult_payment,49,0
223,1555,2022-06-16 18:03,authorization,consult_payment,49,0
224,3788,2022-06-23 13:36,authorization,consult_payment,49,0
225,3815,2022-06-24 10:34,authorization,consult_payment,49,0
226,837,2022-06-24 13:54,authorization,consult_payment,49,0
228,2763,2022-06-24 19:15,authorization,consult_payment,49,0
229,3847,2022-06-25 19:24,authorization,consult_payment,79,0
230,2933,2022-06-28 16:14,authorization,consult_payment,49,0
232,3146,2022-06-18 8:46,capture,consult_payment,79,0
233,3241,2022-06-20 14:26,capture,consult_payment,49,0
234,683,2022-06-21 13:57,authorization,consult_payment,49,0
235,3320,2022-06-21 18:57,authorization,consult_payment,49,0
236,1847,2022-06-22 8:18,capture,consult_payment,49,0
237,322,2022-06-23 17:18,capture,consult_payment,49,0
238,4087,2022-06-29 19:05,authorization,consult_payment,49,0
239,1521,2022-06-16 10:44,capture,consult_payment,199,0
240,1564,2022-06-16 22:27,capture,consult_payment,49,0
241,225,2022-06-20 15:44,authorization,consult_payment,49,0
242,2546,2022-06-21 13:03,authorization,consult_payment,49,0
243,3316,2022-06-21 17:51,capture,consult_payment,49,0
244,788,2022-06-23 17:19,authorization,consult_payment,49,0
245,807,2022-06-23 22:57,authorization,consult_payment,180,0
246,876,2022-06-25 13:00,authorization,consult_payment,79,0
247,2085,2022-06-27 10:13,capture,consult_payment,49,0
248,2114,2022-06-27 13:22,authorization,consult_payment,199,0
249,2823,2022-06-28 10:11,capture,consult_payment,199,0
250,4035,2022-06-28 15:18,capture,consult_payment,49,0
251,2169,2022-06-29 8:10,capture,consult_payment,180,0
252,4088,2022-06-29 20:19,authorization,consult_payment,49,0
253,2278,2022-06-16 13:10,capture,consult_payment,49,0
254,390,2022-06-16 13:37,authorization,consult_payment,49,0
255,3442,2022-06-17 11:22,authorization,consult_payment,49,0
256,3146,2022-06-18 8:33,authorization,consult_payment,79,0
257,3513,2022-06-18 14:05,authorization,consult_payment,79,0
258,235,2022-06-20 9:23,capture,consult_payment,49,0
259,3627,2022-06-20 16:43,authorization,consult_payment,49,0
260,2548,2022-06-21 13:20,capture,consult_payment,49,0
261,3753,2022-06-23 7:18,authorization,consult_payment,49,0
262,1143,2022-06-23 9:17,capture,consult_payment,49,0
263,1920,2022-06-23 13:20,authorization,consult_payment,49,0
264,1970,2022-06-24 13:29,capture,consult_payment,49,0
265,3992,2022-06-27 18:55,authorization,consult_payment,99,0
266,4372,2022-06-28 11:56,capture,consult_payment,49,0
267,2190,2022-06-28 19:25,capture,consult_payment,49,0
268,2620,2022-06-30 6:16,authorization,consult_payment,99,0
269,2248,2022-06-15 23:24,authorization,consult_payment,49,0
270,1657,2022-06-18 16:15,authorization,consult_payment,180,0
271,3648,2022-06-21 7:24,capture,consult_payment,199,0
272,803,2022-06-23 21:36,capture,consult_payment,49,0
273,411,2022-06-16 9:15,authorization,consult_payment,99,0
274,3408,2022-06-16 10:10,authorization,consult_payment,49,0
275,551,2022-06-18 21:36,authorization,consult_payment,79,0
276,3245,2022-06-20 14:32,authorization,consult_payment,49,0
277,3629,2022-06-20 17:43,authorization,consult_payment,49,0
278,216,2022-06-23 11:17,capture,consult_payment,49,0
279,3901,2022-06-26 9:36,authorization,consult_payment,79,0
280,203,2022-06-27 13:51,capture,consult_payment,49,0
281,2178,2022-06-28 15:33,authorization,consult_payment,199,0
282,909,2022-06-28 18:23,capture,consult_payment,49,0
284,3416,2022-06-16 14:18,capture,consult_payment,49,0
285,514,2022-06-18 6:57,authorization,consult_payment,99,0
286,174,2022-06-18 16:12,authorization,consult_payment,79,0
287,1875,2022-06-22 14:21,authorization,consult_payment,49,0
288,4194,2022-06-24 13:12,authorization,consult_payment,49,0
289,2099,2022-06-27 11:36,capture,consult_payment,199,0
290,3379,2022-06-15 17:15,authorization,consult_payment,49,0
291,596,2022-06-20 9:20,authorization,consult_payment,49,0
293,3327,2022-06-23 18:28,authorization,consult_payment,49,0
294,2026,2022-06-25 15:35,capture,consult_payment,79,0
295,2098,2022-06-27 11:01,authorization,consult_payment,49,0
296,83,2022-06-16 20:43,capture,consult_payment,49,0
297,2322,2022-06-17 13:12,capture,consult_payment,49,0
298,3548,2022-06-19 11:20,authorization,consult_payment,79,0
299,1748,2022-06-20 12:26,capture,consult_payment,199,0
300,3756,2022-06-22 23:08,capture,consult_payment,49,0
301,2681,2022-06-23 10:09,authorization,consult_payment,49,0
302,4126,2022-06-23 11:04,capture,consult_payment,49,0
303,1973,2022-06-24 14:03,capture,consult_payment,49,0
304,840,2022-06-24 16:18,capture,consult_payment,199,0
305,1238,2022-06-24 23:38,capture,consult_payment,49,0
306,3392,2022-06-15 21:49,authorization,consult_payment,49,0
307,1532,2022-06-16 15:46,capture,consult_payment,49,0
308,1562,2022-06-16 20:39,authorization,consult_payment,49,0
309,3469,2022-06-17 17:25,capture,consult_payment,49,0
310,601,2022-06-20 8:05,authorization,consult_payment,49,0
311,1973,2022-06-24 13:45,authorization,consult_payment,49,0
312,1293,2022-06-26 10:05,authorization,consult_payment,199,0
313,4443,2022-06-30 8:37,authorization,consult_payment,49,0
314,661,2022-06-30 8:44,authorization,consult_payment,49,0
316,3097,2022-06-17 11:12,capture,consult_payment,49,0
317,515,2022-06-18 7:07,authorization,consult_payment,79,0
318,1110,2022-06-22 15:15,authorization,consult_payment,49,0
319,2658,2022-06-22 18:02,authorization,consult_payment,49,0
320,2672,2022-06-22 22:58,authorization,consult_payment,49,0
323,2789,2022-06-26 10:54,authorization,consult_payment,199,0
324,911,2022-06-26 11:50,capture,consult_payment,79,0
325,958,2022-06-27 9:17,authorization,consult_payment,49,0
326,1008,2022-06-27 20:06,capture,consult_payment,49,0
327,3082,2022-06-17 9:09,capture,consult_payment,49,0
328,475,2022-06-17 14:18,authorization,consult_payment,49,0
329,599,2022-06-20 7:56,authorization,consult_payment,49,0
331,319,2022-06-21 15:38,authorization,consult_payment,180,0
332,1728,2022-06-21 16:49,authorization,consult_payment,49,0
333,3991,2022-06-27 18:31,authorization,consult_payment,199,0
334,1375,2022-06-27 19:34,capture,consult_payment,49,0
335,1473,2022-06-30 9:04,authorization,consult_payment,49,0
336,2855,2022-06-30 9:18,authorization,consult_payment,49,0
337,1855,2022-06-22 10:32,capture,consult_payment,49,0
338,3750,2022-06-22 19:05,capture,consult_payment,49,0
339,3813,2022-06-24 9:11,capture,consult_payment,49,49
340,2691,2022-06-24 13:40,authorization,consult_payment,199,0
341,4260,2022-06-25 21:52,capture,consult_payment,79,0
342,1302,2022-06-26 14:13,capture,consult_payment,199,0
343,4308,2022-06-27 10:29,capture,consult_payment,270,0
344,2946,2022-06-28 23:53,authorization,consult_payment,49,0
345,1424,2022-06-29 13:33,authorization,consult_payment,49,0
346,106,2022-06-17 11:58,capture,consult_payment,49,0
349,1227,2022-06-24 19:00,authorization,consult_payment,49,0
350,4260,2022-06-25 21:40,authorization,consult_payment,79,0
351,1064,2022-06-29 10:49,capture,consult_payment,49,0
353,3098,2022-06-17 10:59,authorization,consult_payment,49,0
354,1661,2022-06-18 17:34,capture,consult_payment,79,0
355,558,2022-06-19 6:17,authorization,consult_payment,99,0
356,559,2022-06-19 7:18,capture,consult_payment,79,0
357,1746,2022-06-21 10:46,authorization,consult_payment,49,0
358,309,2022-06-21 12:35,authorization,consult_payment,49,0
359,1728,2022-06-21 17:11,capture,consult_payment,49,0
360,2672,2022-06-22 23:27,capture,consult_payment,49,0
361,2703,2022-06-23 15:54,authorization,consult_payment,49,0
362,4327,2022-06-27 13:24,authorization,consult_payment,49,0
363,4045,2022-06-28 19:26,authorization,consult_payment,49,0
364,3455,2022-06-17 12:30,authorization,consult_payment,49,0
365,475,2022-06-17 14:25,capture,consult_payment,49,0
367,1829,2022-06-21 21:01,authorization,consult_payment,49,0
370,2796,2022-06-25 18:35,authorization,consult_payment,79,0
371,4378,2022-06-28 15:07,authorization,consult_payment,49,0
372,2855,2022-06-30 10:02,capture,consult_payment,49,0
373,3013,2022-06-15 21:23,authorization,consult_payment,49,0
374,126,2022-06-17 16:10,capture,consult_payment,49,0
375,493,2022-06-18 13:05,capture,consult_payment,180,0
376,3586,2022-06-20 9:55,authorization,consult_payment,199,0
377,1958,2022-06-24 8:57,capture,consult_payment,39,0
378,870,2022-06-25 11:12,authorization,consult_payment,79,0
379,2027,2022-06-25 16:23,authorization,consult_payment,79,0
380,2170,2022-06-28 12:29,capture,consult_payment,49,0
381,2949,2022-06-29 9:07,authorization,consult_payment,49,0
382,3039,2022-06-16 11:57,authorization,consult_payment,180,0
384,3569,2022-06-21 16:50,authorization,consult_payment,49,0
385,589,2022-06-22 16:42,authorization,consult_payment,49,0
386,4228,2022-06-25 10:04,authorization,consult_payment,79,0
387,2018,2022-06-25 14:13,capture,consult_payment,199,0
388,2037,2022-06-26 0:19,authorization,consult_payment,99,0
389,3119,2022-06-17 16:39,capture,consult_payment,49,0
390,2373,2022-06-18 10:15,capture,consult_payment,79,0
392,180,2022-06-18 20:35,capture,consult_payment,79,0
393,2562,2022-06-21 17:11,capture,consult_payment,49,49
394,762,2022-06-23 7:20,authorization,consult_payment,49,0
395,3844,2022-06-25 9:20,authorization,consult_payment,79,0
396,3921,2022-06-26 15:32,authorization,consult_payment,79,0
397,2833,2022-06-26 18:30,authorization,consult_payment,79,0
398,4317,2022-06-27 15:48,authorization,consult_payment,49,0
399,4005,2022-06-28 0:58,authorization,consult_payment,99,0
400,4010,2022-06-28 7:59,authorization,consult_payment,49,0
402,1482,2022-06-15 12:52,authorization,consult_payment,49,0
403,1582,2022-06-17 10:15,authorization,consult_payment,49,0
404,1582,2022-06-17 10:25,capture,consult_payment,49,0
405,2342,2022-06-17 17:01,authorization,consult_payment,49,0
406,237,2022-06-20 9:33,authorization,consult_payment,49,0
407,1764,2022-06-20 15:14,authorization,consult_payment,49,0
408,1871,2022-06-22 13:54,authorization,consult_payment,49,0
409,3043,2022-06-16 12:27,authorization,consult_payment,49,0
410,2371,2022-06-18 8:55,authorization,consult_payment,79,0
411,1715,2022-06-19 19:37,authorization,consult_payment,79,0
412,234,2022-06-20 9:15,capture,consult_payment,49,0
413,322,2022-06-23 16:56,authorization,consult_payment,49,0
414,876,2022-06-25 13:34,capture,consult_payment,79,0
417,1029,2022-06-28 12:42,authorization,consult_payment,49,0
418,1029,2022-06-28 13:14,capture,consult_payment,49,0
419,3045,2022-06-16 13:29,authorization,consult_payment,49,0
421,3317,2022-06-21 18:05,capture,consult_payment,49,0
422,708,2022-06-21 21:50,authorization,consult_payment,49,0
423,3329,2022-06-22 8:25,authorization,consult_payment,49,0
424,3774,2022-06-23 11:00,authorization,consult_payment,49,0
425,3866,2022-06-25 14:42,authorization,consult_payment,180,0
426,2888,2022-06-27 18:41,capture,consult_payment,49,0
427,4414,2022-06-29 8:44,authorization,consult_payment,49,0
429,1464,2022-06-29 19:57,capture,consult_payment,49,0
430,1477,2022-06-30 10:27,capture,consult_payment,49,0
431,3048,2022-06-16 14:15,authorization,consult_payment,49,0
432,390,2022-06-16 14:20,capture,consult_payment,49,0
433,3117,2022-06-17 15:51,authorization,consult_payment,49,0
434,1760,2022-06-21 14:46,capture,consult_payment,49,49
435,3316,2022-06-21 17:23,authorization,consult_payment,49,0
436,3830,2022-06-24 16:28,authorization,consult_payment,49,0
437,2891,2022-06-27 19:22,authorization,consult_payment,49,0
438,2930,2022-06-28 14:44,authorization,consult_payment,49,0
439,4066,2022-06-29 10:45,capture,consult_payment,299,0
441,3133,2022-06-17 21:47,capture,consult_payment,49,0
442,3186,2022-06-18 23:07,authorization,consult_payment,79,0
443,3596,2022-06-20 12:15,capture,consult_payment,49,0
444,1807,2022-06-21 11:21,authorization,consult_payment,49,0
445,3346,2022-06-22 13:11,capture,consult_payment,49,0
447,1967,2022-06-24 12:18,capture,consult_payment,120,0
448,1247,2022-06-25 11:12,capture,consult_payment,79,0
449,3235,2022-06-26 14:25,capture,consult_payment,79,0
450,2116,2022-06-27 13:30,authorization,consult_payment,49,0
452,1063,2022-06-29 10:33,capture,consult_payment,199,0
453,1475,2022-06-30 9:32,authorization,consult_payment,49,0
454,2224,2022-06-15 14:02,authorization,consult_payment,49,0
455,3529,2022-06-18 18:59,authorization,consult_payment,79,0
456,2465,2022-06-20 7:59,authorization,consult_payment,49,0
457,605,2022-06-20 9:27,authorization,consult_payment,49,0
458,3625,2022-06-20 15:41,authorization,consult_payment,49,0
459,768,2022-06-23 9:54,authorization,consult_payment,49,0
460,4143,2022-06-23 15:38,authorization,consult_payment,199,0
461,1191,2022-06-24 6:19,capture,consult_payment,99,0
462,3842,2022-06-25 0:25,capture,consult_payment,49,0
463,2085,2022-06-27 9:53,authorization,consult_payment,49,0
464,1420,2022-06-28 21:42,authorization,consult_payment,49,0
465,2283,2022-06-16 20:54,authorization,consult_payment,49,0
466,2425,2022-06-19 10:17,capture,consult_payment,79,0
467,3298,2022-06-21 12:46,authorization,consult_payment,49,0
468,3695,2022-06-21 18:43,authorization,consult_payment,49,0
469,1882,2022-06-22 16:52,capture,consult_payment,49,0
470,1163,2022-06-23 14:37,authorization,consult_payment,49,0
471,4174,2022-06-24 8:35,capture,consult_payment,49,0
472,3815,2022-06-24 10:49,capture,consult_payment,49,0
473,807,2022-06-24 12:08,capture,consult_payment,180,0
474,889,2022-06-25 18:28,capture,consult_payment,79,0
475,1287,2022-06-26 7:12,authorization,consult_payment,79,0
476,2114,2022-06-27 15:11,capture,consult_payment,199,0
477,1080,2022-06-29 16:50,authorization,consult_payment,180,0
478,2620,2022-06-30 6:27,capture,consult_payment,99,0
479,14,2022-06-15 15:10,authorization,consult_payment,49,0
480,3272,2022-06-20 23:21,capture,consult_payment,49,0
481,1250,2022-06-25 11:26,authorization,consult_payment,79,0
482,4270,2022-06-26 11:14,authorization,consult_payment,79,0
483,1466,2022-06-29 20:55,authorization,consult_payment,49,0
484,570,2022-06-19 11:28,authorization,consult_payment,79,0
485,3213,2022-06-19 19:25,authorization,consult_payment,79,0
487,342,2022-06-22 8:15,capture,consult_payment,49,0
488,3341,2022-06-22 12:24,capture,consult_payment,49,0
489,1991,2022-06-24 19:14,authorization,consult_payment,49,0
490,4233,2022-06-25 11:33,authorization,consult_payment,79,0
491,2018,2022-06-25 12:59,authorization,consult_payment,199,0
492,1409,2022-06-28 16:51,authorization,consult_payment,49,0
493,1409,2022-06-28 17:40,capture,consult_payment,49,0
494,3000,2022-06-15 13:36,authorization,consult_payment,49,0
495,3000,2022-06-15 14:00,capture,consult_payment,49,0
496,3445,2022-06-17 11:25,authorization,consult_payment,49,0
497,3231,2022-06-20 10:54,authorization,consult_payment,49,0
498,710,2022-06-21 23:20,authorization,consult_payment,49,0
499,870,2022-06-25 11:25,capture,consult_payment,79,0
500,4234,2022-06-25 11:47,capture,consult_payment,79,0
501,3904,2022-06-26 10:21,capture,consult_payment,79,0
502,1279,2022-06-26 13:25,authorization,consult_payment,79,0
503,280,2022-06-20 21:56,authorization,consult_payment,49,0
505,3782,2022-06-23 12:35,authorization,consult_payment,49,0
506,1937,2022-06-23 15:59,capture,consult_payment,299,0
508,3904,2022-06-26 10:11,authorization,consult_payment,79,0
509,3933,2022-06-26 20:48,authorization,consult_payment,79,0
510,2878,2022-06-27 15:13,authorization,consult_payment,49,0
511,1365,2022-06-27 16:18,authorization,consult_payment,49,0
512,2158,2022-06-28 8:35,capture,consult_payment,49,0
513,2203,2022-06-28 23:29,capture,consult_payment,49,0
514,3013,2022-06-15 21:43,capture,consult_payment,49,0
